"week" "question" "score"
"468" "12" "form.bp2.counsel_institutional" "0"
"469" "13" "form.bp2.counsel_institutional" "0"
"470" "14" "form.bp2.counsel_institutional" "0"
"471" "15" "form.bp2.counsel_institutional" "0"
"472" "16" "form.bp2.counsel_institutional" "0"
"473" "17" "form.bp2.counsel_institutional" "0"
"474" "18" "form.bp2.counsel_institutional" "0"
"475" "19" "form.bp2.counsel_institutional" "0"
"476" "20" "form.bp2.counsel_institutional" "0"
"477" "21" "form.bp2.counsel_institutional" "0"
"478" "22" "form.bp2.counsel_institutional" "0"
"479" "23" "form.bp2.counsel_institutional" "0"
"480" "24" "form.bp2.counsel_institutional" "0"
"481" "25" "form.bp2.counsel_institutional" "0"
"482" "26" "form.bp2.counsel_institutional" "0"
"483" "27" "form.bp2.counsel_institutional" "0"
"484" "28" "form.bp2.counsel_institutional" "0"
"485" "29" "form.bp2.counsel_institutional" "0"
"486" "30" "form.bp2.counsel_institutional" "0"
"487" "31" "form.bp2.counsel_institutional" "0"
"488" "32" "form.bp2.counsel_institutional" "0"
"489" "33" "form.bp2.counsel_institutional" "0"
"490" "34" "form.bp2.counsel_institutional" "0"
"491" "35" "form.bp2.counsel_institutional" "0"
"492" "36" "form.bp2.counsel_institutional" "0"
"493" "37" "form.bp2.counsel_institutional" "0"
"494" "38" "form.bp2.counsel_institutional" "0"
"495" "1" "form.bp2.SBA" "0"
"496" "2" "form.bp2.SBA" "0"
"497" "3" "form.bp2.SBA" "0"
"498" "4" "form.bp2.SBA" "0"
"499" "5" "form.bp2.SBA" "1.7016605633064"
"500" "6" "form.bp2.SBA" "0"
"501" "7" "form.bp2.SBA" "0"
"502" "8" "form.bp2.SBA" "0"
"503" "9" "form.bp2.SBA" "0"
"504" "10" "form.bp2.SBA" "0"
"505" "11" "form.bp2.SBA" "0"
"506" "12" "form.bp2.SBA" "0"
"507" "13" "form.bp2.SBA" "0"
"508" "14" "form.bp2.SBA" "2.60190610696537"
"509" "15" "form.bp2.SBA" "0"
"510" "16" "form.bp2.SBA" "0"
"511" "17" "form.bp2.SBA" "0"
"512" "18" "form.bp2.SBA" "0"
"513" "19" "form.bp2.SBA" "0"
"514" "20" "form.bp2.SBA" "2.44555465367964"
"515" "21" "form.bp2.SBA" "0.909881377420247"
"516" "22" "form.bp2.SBA" "3.513431222059"
"517" "23" "form.bp2.SBA" "1.09215971566841"
"518" "24" "form.bp2.SBA" "1.10499793044188"
"519" "25" "form.bp2.SBA" "3.39554624312323"
"520" "26" "form.bp2.SBA" "0"
"521" "27" "form.bp2.SBA" "2.05138662160834"
"522" "28" "form.bp2.SBA" "0"
"523" "29" "form.bp2.SBA" "0"
"524" "30" "form.bp2.SBA" "0"
"525" "31" "form.bp2.SBA" "0"
"526" "32" "form.bp2.SBA" "4.10880838922369"
"527" "33" "form.bp2.SBA" "3.91543616628885"
"528" "34" "form.bp2.SBA" "0"
"529" "35" "form.bp2.SBA" "2.51813925601622"
"530" "36" "form.bp2.SBA" "2.49626776011235"
"531" "37" "form.bp2.SBA" "4.3158647289349"
"532" "38" "form.bp2.SBA" "0"
"533" "1" "form.bp2.SBA_phone" "0"
"534" "2" "form.bp2.SBA_phone" "0"
"535" "3" "form.bp2.SBA_phone" "0"
"536" "4" "form.bp2.SBA_phone" "0"
"537" "5" "form.bp2.SBA_phone" "0"
"538" "6" "form.bp2.SBA_phone" "0"
"539" "7" "form.bp2.SBA_phone" "0"
"540" "8" "form.bp2.SBA_phone" "0"
"541" "9" "form.bp2.SBA_phone" "0"
"542" "10" "form.bp2.SBA_phone" "0"
"543" "11" "form.bp2.SBA_phone" "0"
"544" "12" "form.bp2.SBA_phone" "0"
"545" "13" "form.bp2.SBA_phone" "0"
"546" "14" "form.bp2.SBA_phone" "2.16845249544892"
"547" "15" "form.bp2.SBA_phone" "2.69041687856105"
"548" "16" "form.bp2.SBA_phone" "0"
"549" "17" "form.bp2.SBA_phone" "0"
"550" "18" "form.bp2.SBA_phone" "0"
"551" "19" "form.bp2.SBA_phone" "0"
"552" "20" "form.bp2.SBA_phone" "1.32015524571388"
"553" "21" "form.bp2.SBA_phone" "0"
"554" "22" "form.bp2.SBA_phone" "2.51838424260129"
"555" "23" "form.bp2.SBA_phone" "0"
"556" "24" "form.bp2.SBA_phone" "0"
"557" "25" "form.bp2.SBA_phone" "0"
"558" "26" "form.bp2.SBA_phone" "0"
"559" "27" "form.bp2.SBA_phone" "0"
"560" "28" "form.bp2.SBA_phone" "0"
"561" "29" "form.bp2.SBA_phone" "0"
"562" "30" "form.bp2.SBA_phone" "0"
"563" "31" "form.bp2.SBA_phone" "0"
"564" "32" "form.bp2.SBA_phone" "1.90847866902871"
"565" "33" "form.bp2.SBA_phone" "0"
"566" "34" "form.bp2.SBA_phone" "0"
"567" "35" "form.bp2.SBA_phone" "0"
"568" "36" "form.bp2.SBA_phone" "0"
"569" "37" "form.bp2.SBA_phone" "0"
"570" "38" "form.bp2.SBA_phone" "0"
"571" "1" "form.anc_latest_num" "10.5349798346659"
"572" "2" "form.anc_latest_num" "45.3087295119305"
"573" "3" "form.anc_latest_num" "42.3295101137647"
"574" "4" "form.anc_latest_num" "116.62333930087"
"575" "5" "form.anc_latest_num" "88.460484090002"
"576" "6" "form.anc_latest_num" "84.4578476322532"
"577" "7" "form.anc_latest_num" "41.2178793834615"
"578" "8" "form.anc_latest_num" "77.4109370065574"
"579" "9" "form.anc_latest_num" "69.8580367712412"
"580" "10" "form.anc_latest_num" "32.1571014591571"
"581" "11" "form.anc_latest_num" "56.5288807986708"
"582" "12" "form.anc_latest_num" "39.1924834150678"
"583" "13" "form.anc_latest_num" "52.0220139875147"
"584" "14" "form.anc_latest_num" "126.8601022031"
"585" "15" "form.anc_latest_num" "92.8224629027873"
"586" "16" "form.anc_latest_num" "48.1879802561596"
"587" "17" "form.anc_latest_num" "47.5528606964495"
"588" "18" "form.anc_latest_num" "32.7473047822406"
"589" "19" "form.anc_latest_num" "29.1324450147897"
"590" "20" "form.anc_latest_num" "31.4766321988591"
"591" "21" "form.anc_latest_num" "38.0810635703589"
"592" "22" "form.anc_latest_num" "45.8307918279593"
"593" "23" "form.anc_latest_num" "51.3850294960456"
"594" "24" "form.anc_latest_num" "21.0511578062189"
"595" "25" "form.anc_latest_num" "53.0016037280357"
"596" "26" "form.anc_latest_num" "40.2823553105995"
"597" "27" "form.anc_latest_num" "64.0936489564778"
"598" "28" "form.anc_latest_num" "55.3732308228224"
"599" "29" "form.anc_latest_num" "65.7211528452021"
"600" "30" "form.anc_latest_num" "51.2399669872371"
"601" "31" "form.anc_latest_num" "93.9948611686995"
"602" "32" "form.anc_latest_num" "104.508621129063"
"603" "33" "form.anc_latest_num" "83.683960665603"
"604" "34" "form.anc_latest_num" "92.1262945281462"
"605" "35" "form.anc_latest_num" "64.6467648811767"
"606" "36" "form.anc_latest_num" "91.9086775288372"
"607" "37" "form.anc_latest_num" "103.206673437102"
"608" "38" "form.anc_latest_num" "63.2208457294017"
"609" "1" "form.bp1.anc3.anc3_abdominal_exam" "0"
"610" "2" "form.bp1.anc3.anc3_abdominal_exam" "1.07553726598531"
"611" "3" "form.bp1.anc3.anc3_abdominal_exam" "0"
"612" "4" "form.bp1.anc3.anc3_abdominal_exam" "0"
"613" "5" "form.bp1.anc3.anc3_abdominal_exam" "0"
"614" "6" "form.bp1.anc3.anc3_abdominal_exam" "0"
"615" "7" "form.bp1.anc3.anc3_abdominal_exam" "0"
"616" "8" "form.bp1.anc3.anc3_abdominal_exam" "0"
"617" "9" "form.bp1.anc3.anc3_abdominal_exam" "0"
"618" "10" "form.bp1.anc3.anc3_abdominal_exam" "0"
"619" "11" "form.bp1.anc3.anc3_abdominal_exam" "0"
"620" "12" "form.bp1.anc3.anc3_abdominal_exam" "0"
"621" "13" "form.bp1.anc3.anc3_abdominal_exam" "0"
"622" "14" "form.bp1.anc3.anc3_abdominal_exam" "0"
"623" "15" "form.bp1.anc3.anc3_abdominal_exam" "0"
"624" "16" "form.bp1.anc3.anc3_abdominal_exam" "0"
"625" "17" "form.bp1.anc3.anc3_abdominal_exam" "0"
"626" "18" "form.bp1.anc3.anc3_abdominal_exam" "4.44789429945969"
"627" "19" "form.bp1.anc3.anc3_abdominal_exam" "0"
"628" "20" "form.bp1.anc3.anc3_abdominal_exam" "0"
"629" "21" "form.bp1.anc3.anc3_abdominal_exam" "0"
"630" "22" "form.bp1.anc3.anc3_abdominal_exam" "0"
"631" "23" "form.bp1.anc3.anc3_abdominal_exam" "0"
"632" "24" "form.bp1.anc3.anc3_abdominal_exam" "0"
"633" "25" "form.bp1.anc3.anc3_abdominal_exam" "0"
"634" "26" "form.bp1.anc3.anc3_abdominal_exam" "8.21810172930522"
"635" "27" "form.bp1.anc3.anc3_abdominal_exam" "10.3371660107258"
"636" "28" "form.bp1.anc3.anc3_abdominal_exam" "0"
"637" "29" "form.bp1.anc3.anc3_abdominal_exam" "0"
"638" "30" "form.bp1.anc3.anc3_abdominal_exam" "8.72255779280252"
"639" "31" "form.bp1.anc3.anc3_abdominal_exam" "4.57296593925674"
"640" "32" "form.bp1.anc3.anc3_abdominal_exam" "0"
"641" "33" "form.bp1.anc3.anc3_abdominal_exam" "6.11171944182212"
"642" "34" "form.bp1.anc3.anc3_abdominal_exam" "0"
"643" "35" "form.bp1.anc3.anc3_abdominal_exam" "9.20718091118805"
"644" "36" "form.bp1.anc3.anc3_abdominal_exam" "3.28770161694744"
"645" "37" "form.bp1.anc3.anc3_abdominal_exam" "0"
"646" "38" "form.bp1.anc3.anc3_abdominal_exam" "0"
"647" "1" "form.bp1.anc4.anc4_abdominal_exam" "0"
"648" "2" "form.bp1.anc4.anc4_abdominal_exam" "0"
"649" "3" "form.bp1.anc4.anc4_abdominal_exam" "0"
"650" "4" "form.bp1.anc4.anc4_abdominal_exam" "0"
"651" "5" "form.bp1.anc4.anc4_abdominal_exam" "0"
"652" "6" "form.bp1.anc4.anc4_abdominal_exam" "0"
"653" "7" "form.bp1.anc4.anc4_abdominal_exam" "0"
"654" "8" "form.bp1.anc4.anc4_abdominal_exam" "0"
"655" "9" "form.bp1.anc4.anc4_abdominal_exam" "0"
"656" "10" "form.bp1.anc4.anc4_abdominal_exam" "0"
"657" "11" "form.bp1.anc4.anc4_abdominal_exam" "0"
"658" "12" "form.bp1.anc4.anc4_abdominal_exam" "0"
"659" "13" "form.bp1.anc4.anc4_abdominal_exam" "0"
"660" "14" "form.bp1.anc4.anc4_abdominal_exam" "0"
"661" "15" "form.bp1.anc4.anc4_abdominal_exam" "0"
"662" "16" "form.bp1.anc4.anc4_abdominal_exam" "0"
"663" "17" "form.bp1.anc4.anc4_abdominal_exam" "0"
"664" "18" "form.bp1.anc4.anc4_abdominal_exam" "0"
"665" "19" "form.bp1.anc4.anc4_abdominal_exam" "0"
"666" "20" "form.bp1.anc4.anc4_abdominal_exam" "0"
"667" "21" "form.bp1.anc4.anc4_abdominal_exam" "0"
"668" "22" "form.bp1.anc4.anc4_abdominal_exam" "0"
"669" "23" "form.bp1.anc4.anc4_abdominal_exam" "2.58963177642933"
"670" "24" "form.bp1.anc4.anc4_abdominal_exam" "0"
"671" "25" "form.bp1.anc4.anc4_abdominal_exam" "0"
"672" "26" "form.bp1.anc4.anc4_abdominal_exam" "0"
"673" "27" "form.bp1.anc4.anc4_abdominal_exam" "0"
"674" "28" "form.bp1.anc4.anc4_abdominal_exam" "0"
"675" "29" "form.bp1.anc4.anc4_abdominal_exam" "0"
"676" "30" "form.bp1.anc4.anc4_abdominal_exam" "0"
"677" "31" "form.bp1.anc4.anc4_abdominal_exam" "3.88288176137749"
"678" "32" "form.bp1.anc4.anc4_abdominal_exam" "0"
"679" "33" "form.bp1.anc4.anc4_abdominal_exam" "0"
"680" "34" "form.bp1.anc4.anc4_abdominal_exam" "0"
"681" "35" "form.bp1.anc4.anc4_abdominal_exam" "0"
"682" "36" "form.bp1.anc4.anc4_abdominal_exam" "2.37616238509304"
"683" "37" "form.bp1.anc4.anc4_abdominal_exam" "0"
"684" "38" "form.bp1.anc4.anc4_abdominal_exam" "0"
"685" "1" "form.bp2.not_yet_sba" "0"
"686" "2" "form.bp2.not_yet_sba" "0"
"687" "3" "form.bp2.not_yet_sba" "0"
"688" "4" "form.bp2.not_yet_sba" "0"
"689" "5" "form.bp2.not_yet_sba" "0"
"690" "6" "form.bp2.not_yet_sba" "0"
"691" "7" "form.bp2.not_yet_sba" "0"
"692" "8" "form.bp2.not_yet_sba" "0"
"693" "9" "form.bp2.not_yet_sba" "0"
"694" "10" "form.bp2.not_yet_sba" "0"
"695" "11" "form.bp2.not_yet_sba" "0"
"696" "12" "form.bp2.not_yet_sba" "0"
"697" "13" "form.bp2.not_yet_sba" "0"
"698" "14" "form.bp2.not_yet_sba" "0"
"699" "15" "form.bp2.not_yet_sba" "0"
"700" "16" "form.bp2.not_yet_sba" "0"
"701" "17" "form.bp2.not_yet_sba" "0"
"702" "18" "form.bp2.not_yet_sba" "0"
"703" "19" "form.bp2.not_yet_sba" "0"
"704" "20" "form.bp2.not_yet_sba" "0"
"705" "21" "form.bp2.not_yet_sba" "0"
"706" "22" "form.bp2.not_yet_sba" "0"
"707" "23" "form.bp2.not_yet_sba" "0"
"708" "24" "form.bp2.not_yet_sba" "0"
"709" "25" "form.bp2.not_yet_sba" "0"
"710" "26" "form.bp2.not_yet_sba" "0"
"711" "27" "form.bp2.not_yet_sba" "0"
"712" "28" "form.bp2.not_yet_sba" "0"
"713" "29" "form.bp2.not_yet_sba" "0"
"714" "30" "form.bp2.not_yet_sba" "0"
"715" "31" "form.bp2.not_yet_sba" "0"
"716" "32" "form.bp2.not_yet_sba" "0"
"717" "33" "form.bp2.not_yet_sba" "0"
"718" "34" "form.bp2.not_yet_sba" "0"
"719" "35" "form.bp2.not_yet_sba" "0"
"720" "36" "form.bp2.not_yet_sba" "0"
"721" "37" "form.bp2.not_yet_sba" "0"
"722" "38" "form.bp2.not_yet_sba" "0"
"723" "1" "form.bp1.anc1.anc1_blood_pressure" "0"
"724" "2" "form.bp1.anc1.anc1_blood_pressure" "20.5558097777128"
"725" "3" "form.bp1.anc1.anc1_blood_pressure" "12.1540776542605"
"726" "4" "form.bp1.anc1.anc1_blood_pressure" "47.6982569338409"
"727" "5" "form.bp1.anc1.anc1_blood_pressure" "33.3326748896646"
"728" "6" "form.bp1.anc1.anc1_blood_pressure" "35.4779698122606"
"729" "7" "form.bp1.anc1.anc1_blood_pressure" "21.8130709737826"
"730" "8" "form.bp1.anc1.anc1_blood_pressure" "17.8794768644663"
"731" "9" "form.bp1.anc1.anc1_blood_pressure" "26.4972900823097"
"732" "10" "form.bp1.anc1.anc1_blood_pressure" "0"
"733" "11" "form.bp1.anc1.anc1_blood_pressure" "23.1446953279683"
"734" "12" "form.bp1.anc1.anc1_blood_pressure" "10.3065686926396"
"735" "13" "form.bp1.anc1.anc1_blood_pressure" "18.1440276806936"
"736" "14" "form.bp1.anc1.anc1_blood_pressure" "9.49785093496269"
"737" "15" "form.bp1.anc1.anc1_blood_pressure" "10.9984863161433"
"738" "16" "form.bp1.anc1.anc1_blood_pressure" "0"
"739" "17" "form.bp1.anc1.anc1_blood_pressure" "13.0912930885208"
"740" "18" "form.bp1.anc1.anc1_blood_pressure" "9.48696636361946"
"741" "19" "form.bp1.anc1.anc1_blood_pressure" "19.4731132246925"
"742" "20" "form.bp1.anc1.anc1_blood_pressure" "0"
"743" "21" "form.bp1.anc1.anc1_blood_pressure" "19.5429903410803"
"744" "22" "form.bp1.anc1.anc1_blood_pressure" "0"
"745" "23" "form.bp1.anc1.anc1_blood_pressure" "0"
"746" "24" "form.bp1.anc1.anc1_blood_pressure" "16.7523660235934"
"747" "25" "form.bp1.anc1.anc1_blood_pressure" "12.3818918141184"
"748" "26" "form.bp1.anc1.anc1_blood_pressure" "5.50922112495971"
"749" "27" "form.bp1.anc1.anc1_blood_pressure" "14.0784016559842"
"750" "28" "form.bp1.anc1.anc1_blood_pressure" "38.251772946366"
"751" "29" "form.bp1.anc1.anc1_blood_pressure" "15.6359043445931"
"752" "30" "form.bp1.anc1.anc1_blood_pressure" "21.2382549193191"
"753" "31" "form.bp1.anc1.anc1_blood_pressure" "17.1838604782977"
"754" "32" "form.bp1.anc1.anc1_blood_pressure" "10.918218245999"
"755" "33" "form.bp1.anc1.anc1_blood_pressure" "6.75348344866762"
"756" "34" "form.bp1.anc1.anc1_blood_pressure" "36.5880285892228"
"757" "35" "form.bp1.anc1.anc1_blood_pressure" "21.7254455469662"
"758" "36" "form.bp1.anc1.anc1_blood_pressure" "20.1510003654644"
"759" "37" "form.bp1.anc1.anc1_blood_pressure" "18.4371471027949"
"760" "38" "form.bp1.anc1.anc1_blood_pressure" "28.1055678089245"
"761" "1" "form.delivery_type" "25.1966320483756"
"762" "2" "form.delivery_type" "53.995178624066"
"763" "3" "form.delivery_type" "34.9688083095469"
"764" "4" "form.delivery_type" "75.5402569458819"
"765" "5" "form.delivery_type" "103.597000301864"
"766" "6" "form.delivery_type" "80.3090071039226"
"767" "7" "form.delivery_type" "69.4354756318828"
"768" "8" "form.delivery_type" "42.0577780660339"
"769" "9" "form.delivery_type" "61.0908069726065"
"770" "10" "form.delivery_type" "67.0272342793326"
"771" "11" "form.delivery_type" "74.1021007712593"
"772" "12" "form.delivery_type" "64.6350682300619"
"773" "13" "form.delivery_type" "82.3876807471442"
"774" "14" "form.delivery_type" "93.8779455975137"
"775" "15" "form.delivery_type" "73.4280662974992"
"776" "16" "form.delivery_type" "49.0823765341339"
"777" "17" "form.delivery_type" "61.9949248120906"
"778" "18" "form.delivery_type" "41.9192587894173"
"779" "19" "form.delivery_type" "40.8756168576781"
"780" "20" "form.delivery_type" "52.7131883995149"
"781" "21" "form.delivery_type" "61.0444954136752"
"782" "22" "form.delivery_type" "78.4373942165194"
"783" "23" "form.delivery_type" "71.7328718965077"
"784" "24" "form.delivery_type" "27.0537989177348"
"785" "25" "form.delivery_type" "68.3293575879165"
"786" "26" "form.delivery_type" "67.778701062652"
"787" "27" "form.delivery_type" "99.6064898883143"
"788" "28" "form.delivery_type" "115.115338576763"
"789" "29" "form.delivery_type" "99.1049771383836"
"790" "30" "form.delivery_type" "104.996705324132"
"791" "31" "form.delivery_type" "98.0163116852828"
"792" "32" "form.delivery_type" "109.688479971563"
"793" "33" "form.delivery_type" "80.0578539612281"
"794" "34" "form.delivery_type" "147.452483129497"
"795" "35" "form.delivery_type" "105.868913595209"
"796" "36" "form.delivery_type" "122.095643325033"
"797" "37" "form.delivery_type" "146.659463313054"
"798" "38" "form.delivery_type" "90.6204458670676"
"799" "1" "form.bp1.anc1.anc1_abnormalities" "4.85617272701896"
"800" "2" "form.bp1.anc1.anc1_abnormalities" "20.2472960727634"
"801" "3" "form.bp1.anc1.anc1_abnormalities" "0"
"802" "4" "form.bp1.anc1.anc1_abnormalities" "46.7468744958116"
"803" "5" "form.bp1.anc1.anc1_abnormalities" "38.2689742379416"
"804" "6" "form.bp1.anc1.anc1_abnormalities" "35.5694460529807"
"805" "7" "form.bp1.anc1.anc1_abnormalities" "0"
"806" "8" "form.bp1.anc1.anc1_abnormalities" "13.7100456628497"
"807" "9" "form.bp1.anc1.anc1_abnormalities" "24.7969571098268"
"808" "10" "form.bp1.anc1.anc1_abnormalities" "15.3153274723983"
"809" "11" "form.bp1.anc1.anc1_abnormalities" "22.8324322147082"
"810" "12" "form.bp1.anc1.anc1_abnormalities" "0"
"811" "13" "form.bp1.anc1.anc1_abnormalities" "16.8165110516625"
"812" "14" "form.bp1.anc1.anc1_abnormalities" "0"
"813" "15" "form.bp1.anc1.anc1_abnormalities" "27.3336002911328"
"814" "16" "form.bp1.anc1.anc1_abnormalities" "10.0193614977946"
"815" "17" "form.bp1.anc1.anc1_abnormalities" "19.6596362044972"
"816" "18" "form.bp1.anc1.anc1_abnormalities" "9.4134117380294"
"817" "19" "form.bp1.anc1.anc1_abnormalities" "19.4388015845378"
"818" "20" "form.bp1.anc1.anc1_abnormalities" "17.114041124345"
"819" "21" "form.bp1.anc1.anc1_abnormalities" "15.8627738970166"
"820" "22" "form.bp1.anc1.anc1_abnormalities" "0"
"821" "23" "form.bp1.anc1.anc1_abnormalities" "12.5390979037634"
"822" "24" "form.bp1.anc1.anc1_abnormalities" "15.7186046897514"
"823" "25" "form.bp1.anc1.anc1_abnormalities" "0"
"824" "26" "form.bp1.anc1.anc1_abnormalities" "15.7310550812207"
"825" "27" "form.bp1.anc1.anc1_abnormalities" "24.5892133801891"
"826" "28" "form.bp1.anc1.anc1_abnormalities" "46.986849863032"
"827" "29" "form.bp1.anc1.anc1_abnormalities" "25.8426824374584"
"828" "30" "form.bp1.anc1.anc1_abnormalities" "33.4521459711269"
"829" "31" "form.bp1.anc1.anc1_abnormalities" "0"
"830" "32" "form.bp1.anc1.anc1_abnormalities" "23.5800126809439"
"831" "33" "form.bp1.anc1.anc1_abnormalities" "15.8076015115585"
"832" "34" "form.bp1.anc1.anc1_abnormalities" "38.8211999502645"
"833" "35" "form.bp1.anc1.anc1_abnormalities" "31.0633256932411"
"834" "36" "form.bp1.anc1.anc1_abnormalities" "22.9066436875872"
"835" "37" "form.bp1.anc1.anc1_abnormalities" "29.7151892682375"
"836" "38" "form.bp1.anc1.anc1_abnormalities" "0"
"837" "1" "form.bp1.anc4.anc4_abnormalities" "0"
"838" "2" "form.bp1.anc4.anc4_abnormalities" "0"
"839" "3" "form.bp1.anc4.anc4_abnormalities" "0"
"840" "4" "form.bp1.anc4.anc4_abnormalities" "0"
"841" "5" "form.bp1.anc4.anc4_abnormalities" "0"
"842" "6" "form.bp1.anc4.anc4_abnormalities" "0"
"843" "7" "form.bp1.anc4.anc4_abnormalities" "0"
"844" "8" "form.bp1.anc4.anc4_abnormalities" "0"
"845" "9" "form.bp1.anc4.anc4_abnormalities" "0"
"846" "10" "form.bp1.anc4.anc4_abnormalities" "0"
"847" "11" "form.bp1.anc4.anc4_abnormalities" "0"
"848" "12" "form.bp1.anc4.anc4_abnormalities" "0"
"849" "13" "form.bp1.anc4.anc4_abnormalities" "0"
"850" "14" "form.bp1.anc4.anc4_abnormalities" "0"
